index,mid,display_name
256,/m/015vgc,Carnatic_music
257,/m/0dq0md,Music_of_Bollywood
258,/m/06rqw,Ska
259,/m/02p0sh1,Traditional_music
260,/m/05rwpb,Independent_music
261,/m/074ft,Song
262,/m/025td0t,Background_music
263,/m/02cjck,Theme_music
264,/m/03r5q_,Jingle_(music)
265,/m/0l14gg,Soundtrack_music
266,/m/07pkxdp,Lullaby
267,/m/01z7dr,Video_game_music
268,/m/0140xf,Christmas_music
269,/m/0ggx5q,Dance_music
270,/m/04wptg,Wedding_music
271,/t/dd00031,Happy_music
272,/t/dd00033,Sad_music
273,/t/dd00034,Tender_music
274,/t/dd00035,Exciting_music
275,/t/dd00036,Angry_music
276,/t/dd00037,Scary_music
277,/m/03m9d0z,Wind
278,/m/09t49,Rustling_leaves
279,/t/dd00092,Wind_noise_(microphone)
280,/m/0jb2l,Thunderstorm
281,/m/0ngt1,Thunder
282,/m/0838f,Water
283,/m/06mb1,Rain
284,/m/07r10fb,Raindrop
285,/t/dd00038,Rain_on_surface
286,/m/0j6m2,Stream
287,/m/0j2kx,Waterfall
288,/m/05kq4,Ocean
289,/m/034srq,Waves
290,/m/06wzb,Steam
291,/m/07swgks,Gurgling
292,/m/02_41,Fire
293,/m/07pzfmf,Crackle
294,/m/07yv9,Vehicle
295,/m/019jd,Boat
296,/m/0hsrw,Sailboat
297,/m/056ks2,Rowboat
298,/m/02rlv9,Motorboat
299,/m/06q74,Ship
300,/m/012f08,Motor_vehicle_(road)
301,/m/0k4j,Car
302,/m/0912c9,Vehicle_horn
303,/m/07qv_d5,Toot
304,/m/02mfyn,Car_alarm
305,/m/04gxbd,Power_windows
306,/m/07rknqz,Skidding
307,/m/0h9mv,Tire_squeal
308,/t/dd00134,Car_passing_by
309,/m/0ltv,Race_car
310,/m/07r04,Truck
311,/m/0gvgw0,Air_brake
312,/m/05x_td,Air_horn
313,/m/02rhddq,Reversing_beeps
314,/m/03cl9h,Ice_cream_truck
315,/m/01bjv,Bus
316,/m/03j1ly,Emergency_vehicle
317,/m/04qvtq,Police_car_(siren)
318,/m/012n7d,Ambulance_(siren)
319,/m/012ndj,Fire_engine_(siren)
320,/m/04_sv,Motorcycle
321,/m/0btp2,Traffic_noise
322,/m/06d_3,Rail_transport
323,/m/07jdr,Train
324,/m/04zmvq,Train_whistle
325,/m/0284vy3,Train_horn
326,/m/01g50p,Railroad_car
327,/t/dd00048,Train_wheels_squealing
328,/m/0195fx,Subway
329,/m/0k5j,Aircraft
330,/m/014yck,Aircraft_engine
331,/m/04229,Jet_engine
332,/m/02l6bg,Propeller
333,/m/09ct_,Helicopter
334,/m/0cmf2,Fixed-wing_aircraft
335,/m/0199g,Bicycle
336,/m/06_fw,Skateboard
337,/m/02mk9,Engine
338,/t/dd00065,Light_engine_(high_frequency)
339,/m/08j51y,Dental_drill
340,/m/01yg9g,Lawn_mower
341,/m/01j4z9,Chainsaw
342,/t/dd00066,Medium_engine_(mid_frequency)
343,/t/dd00067,Heavy_engine_(low_frequency)
344,/m/01h82_,Engine_knocking
345,/t/dd00130,Engine_starting
346,/m/07pb8fc,Idling
347,/m/07q2z82,Accelerating
348,/m/02dgv,Door
349,/m/03wwcy,Doorbell
350,/m/07r67yg,Ding-dong
351,/m/02y_763,Sliding_door
352,/m/07rjzl8,Slam
353,/m/07r4wb8,Knock
354,/m/07qcpgn,Tap
355,/m/07q6cd_,Squeak
356,/m/0642b4,Cupboard_open_or_close
357,/m/0fqfqc,Drawer_open_or_close
358,/m/04brg2,Dishes
359,/m/023pjk,Cutlery
360,/m/07pn_8q,Chopping_(food)
361,/m/0dxrf,Frying_(food)
362,/m/0fx9l,Microwave_oven
363,/m/02pjr4,Blender
364,/m/02jz0l,Water_tap
365,/m/0130jx,Sink_(filling_or_washing)
366,/m/03dnzn,Bathtub_(filling_or_washing)
367,/m/03wvsk,Hair_dryer
368,/m/01jt3m,Toilet_flush
369,/m/012xff,Toothbrush
370,/m/04fgwm,Electric_toothbrush
371,/m/0d31p,Vacuum_cleaner
372,/m/01s0vc,Zipper_(clothing)
373,/m/03v3yw,Keys_jangling
374,/m/0242l,Coin_(dropping)
375,/m/01lsmm,Scissors
376,/m/02g901,Electric_shaver
377,/m/05rj2,Shuffling_cards
378,/m/0316dw,Typing
379,/m/0c2wf,Typewriter
380,/m/01m2v,Computer_keyboard
381,/m/081rb,Writing
382,/m/07pp_mv,Alarm
383,/m/07cx4,Telephone
384,/m/07pp8cl,Telephone_bell_ringing
385,/m/01hnzm,Ringtone
386,/m/02c8p,Telephone_dialing
387,/m/015jpf,Dial_tone
388,/m/01z47d,Busy_signal
389,/m/046dlr,Alarm_clock
390,/m/03kmc9,Siren
391,/m/0dgbq,Civil_defense_siren
392,/m/030rvx,Buzzer
393,/m/01y3hg,Smoke_detector
394,/m/0c3f7m,Fire_alarm
395,/m/04fq5q,Foghorn
396,/m/0l156k,Whistle
397,/m/06hck5,Steam_whistle
398,/t/dd00077,Mechanisms
399,/m/02bm9n,Ratchet
400,/m/01x3z,Clock
401,/m/07qjznt,Tick
402,/m/07qjznl,Tick-tock
403,/m/0l7xg,Gears
404,/m/05zc1,Pulleys
405,/m/0llzx,Sewing_machine
406,/m/02x984l,Mechanical_fan
407,/m/025wky1,Air_conditioning
408,/m/024dl,Cash_register
409,/m/01m4t,Printer
410,/m/0dv5r,Camera
411,/m/07bjf,Single-lens_reflex_camera
412,/m/07k1x,Tools
413,/m/03l9g,Hammer
414,/m/03p19w,Jackhammer
415,/m/01b82r,Sawing
416,/m/02p01q,Filing_(rasp)
417,/m/023vsd,Sanding
418,/m/0_ksk,Power_tool
419,/m/01d380,Drill
420,/m/014zdl,Explosion
421,/m/032s66,Gunshot
422,/m/04zjc,Machine_gun
423,/m/02z32qm,Fusillade
424,/m/0_1c,Artillery_fire
425,/m/073cg4,Cap_gun
426,/m/0g6b5,Fireworks
427,/g/122z_qxw,Firecracker
428,/m/07qsvvw,Burst
429,/m/07pxg6y,Eruption
430,/m/07qqyl4,Boom
431,/m/083vt,Wood
432,/m/07pczhz,Chop
433,/m/07pl1bw,Splinter
434,/m/07qs1cx,Crack
435,/m/039jq,Glass
436,/m/07q7njn,Chink
437,/m/07rn7sz,Shatter
438,/m/04k94,Liquid
439,/m/07rrlb6,Splash
440,/m/07p6mqd,Slosh
441,/m/07qlwh6,Squish
442,/m/07r5v4s,Drip
443,/m/07prgkl,Pour
444,/m/07pqc89,Trickle
445,/t/dd00088,Gush
446,/m/07p7b8y,Fill_(with_liquid)
447,/m/07qlf79,Spray
448,/m/07ptzwd,Pump_(liquid)
449,/m/07ptfmf,Stir
450,/m/0dv3j,Boiling
451,/m/0790c,Sonar
452,/m/0dl83,Arrow
453,/m/07rqsjt,Whoosh
454,/m/07qnq_y,Thump
455,/m/07rrh0c,Thunk
456,/m/0b_fwt,Electronic_tuner
457,/m/02rr_,Effects_unit
458,/m/07m2kt,Chorus_effect
459,/m/018w8,Basketball_bounce
460,/m/07pws3f,Bang
461,/m/07ryjzk,Slap
462,/m/07rdhzs,Whack
463,/m/07pjjrj,Smash
464,/m/07pc8lb,Breaking
465,/m/07pqn27,Bouncing
466,/m/07rbp7_,Whip
467,/m/07pyf11,Flap
468,/m/07qb_dv,Scratch
469,/m/07qv4k0,Scrape
470,/m/07pdjhy,Rub
471,/m/07s8j8t,Roll
472,/m/07plct2,Crushing
473,/t/dd00112,Crumpling
474,/m/07qcx4z,Tearing
475,/m/02fs_r,Beep
476,/m/07qwdck,Ping
477,/m/07phxs1,Ding
478,/m/07rv4dm,Clang
479,/m/07s02z0,Squeal
480,/m/07qh7jl,Creak
481,/m/07qwyj0,Rustle
482,/m/07s34ls,Whir
483,/m/07qmpdm,Clatter
484,/m/07p9k1k,Sizzle
485,/m/07qc9xj,Clicking
486,/m/07rwm0c,Clickety
487,/m/07phhsh,Rumble
488,/m/07qyrcz,Plop
489,/m/07qfgpx,Jingle
490,/m/07rcgpl,Hum
491,/m/07p78v5,Zing
492,/t/dd00121,Boing
493,/m/07s12q4,Crunch
494,/m/028v0c,Silence
495,/m/01v_m0,Sine_wave
496,/m/0b9m1,Harmonic
497,/m/0hdsk,Chirp_tone
498,/m/0c1dj,Sound_effect
499,/m/07pt_g0,Pulse
500,/t/dd00125,Inside_Small_Room
501,/t/dd00126,Inside_Large_Room_Or_Hall
502,/t/dd00127,Inside_Public_Space
503,/t/dd00128,Outside_Urban_Or_Manmade
504,/t/dd00129,Outside_Rural_Or_Natural
505,/m/01b9nn,Reverberation
506,/m/01jnbd,Echo
507,/m/096m7z,Noise
508,/m/06_y0by,Environmental_noise
509,/m/07rgkc5,Static
510,/m/06xkwv,Mains_hum
511,/m/0g12c5,Distortion
512,/m/08p9q4,Sidetone
513,/m/07szfh9,Cacophony
514,/m/0chx_,White_noise
515,/m/0cj0r,Pink_noise
516,/m/07p_0gm,Throbbing
517,/m/01jwx6,Vibration
518,/m/07c52,Television
519,/m/06bz3,Radio
520,/m/07hvw1,Field_recording
